"type","name","features__type","features__properties__number","features__properties__name","features__properties__address","features__properties__address2","features__properties__commune","features__properties__nmarrond","features__properties__bonus","features__properties__pole","features__properties__lat","features__properties__lng","features__properties__bike_stands","features__properties__status","features__properties__available_bike_stands","features__properties__available_bikes","features__properties__availabilitycode","features__properties__availability","features__properties__banking","features__properties__gid","features__properties__last_update","features__properties__last_update_fme","features__properties__code_insee","features__properties__langue","features__properties__etat","features__properties__nature","features__properties__titre","features__properties__description","features__properties__startdate","features__properties__enddate","features__geometry__type","features__geometry__coordinates__001","features__geometry__coordinates__002"
"FeatureCollection","jcd_jcdecaux.jcdvelov","Feature","10001","IUT - Feyssine","Rue de la Technologie","","VILLEURBANNE","1","","IUT, tramway","45.7856324623545000","4.8824104015349030","30","OPEN","24","6","1","Vert","false","970","2020-12-12 18:24:13","2020-12-12 18:27:03","69266","","","","","","","","Point","4.882410401534903","45.785632462354499"
"","","Feature","3043","Place Rouget de L'Isle","Place Rouget de l'Isle","Face 35, Avenue Lacassagne","Lyon 3 ème","43","","maillage","45.7539631929670600","4.8673532946259150","16","OPEN","6","10","1","Vert","true","819","2020-12-12 18:24:14","2020-12-12 18:27:03","69383","","","","","","","","Point","4.867353294625915","45.753963192967063"
"","","Feature","6001","Gare des Brotteaux","Place Jules Ferry","","Lyon 6 ème","1","","Places Jules Ferry, Métro B, Parking, restaurants","45.7669095802662650","4.8589921673125620","16","OPEN","12","4","1","Vert","true","999","2020-12-12 18:21:21","2020-12-12 18:27:03","69386","","","","","","","","Point","4.858992167312562","45.766909580266265"
"","","Feature","20001","Oullins - Gare","Avenue du Rhône","Esplanade de la gare routière","OULLINS","","","Oullins","45.7170299434914200","4.8141359805783805","40","OPEN","23","17","1","Vert","true","1238","2020-12-12 18:21:30","2020-12-12 18:27:03","69149","","","","","","","","Point","4.814135980578381","45.717029943491418"
"","","Feature","10114","Bel Air / Les Brosses","Avenue de Bel Air","","VILLEURBANNE","114","","Tramway, piste cyclable","45.7579070732360900","4.9108067086686680","20","OPEN","16","3","1","Vert","false","932","2020-12-12 18:22:53","2020-12-12 18:27:03","69266","","","","","","","","Point","4.910806708668668","45.75790707323609"
"","","Feature","10038","Condorcet","Boulevard du 11 Novembre 1918","Croisement Tram","VILLEURBANNE","38","","tram, itinéraire cyclable","45.7790457737185800","4.8667783280240920","23","OPEN","23","0","3","Orange","true","825","2020-12-12 18:23:38","2020-12-12 18:27:03","69266","","","","","","","","Point","4.866778328024092","45.779045773718579"
"","","Feature","10060","Saint Exupéry","33, Avenue Antoine de Saint Exupéry","Face Rue Raymond Terracher","VILLEURBANNE","60","","Commerces, marché, centre de quartier","45.7588589710478640","4.8787495764625985","15","OPEN","10","5","1","Vert","false","817","2020-12-12 18:18:10","2020-12-12 18:27:03","69266","","","","","","","","Point","4.878749576462599","45.758858971047864"
"","","Feature","4005","Place Bertone","Rue du Chariot d'Or","Place Bertone","Lyon 4 ème","5","","coeur quartier","45.7776173765049850","4.8345009421112760","12","OPEN","12","0","3","Orange","false","853","2020-12-12 18:20:54","2020-12-12 18:27:03","69384","","","","","","","","Point","4.834500942111276","45.777617376504985"
"","","Feature","2020","Musée des Confluences","Pont Raymond Barre","Parvis du Musée des Confluences","Lyon 2 ème","20","","Musée des Confluences","45.7333083359277900","4.8189203135366740","20","OPEN","18","1","1","Vert","true","1107","2020-12-12 18:19:10","2020-12-12 18:27:03","69382","","","","","","","","Point","4.818920313536674","45.733308335927788"
"","","Feature","3015","Servient / Garibaldi","Face 112, Rue Servient","Place Charles de Gaulle","Lyon 3 ème","15","","tram, cité administrative","45.7607774131537200","4.8526789906473330","17","OPEN","15","2","1","Vert","false","804","2020-12-12 18:24:56","2020-12-12 18:27:03","69383","","","","","","","","Point","4.852678990647333","45.760777413153718"
"","","Feature","7002","Universités Lyon III / Lyon II","Face 16, Quai Claude Bernard","Entre Pont de l'université et rue Chevreul","Lyon 7 ème","2","","Université Lyon 2 et Lyon 3","45.7514132273513000","4.8363931815987780","40","OPEN","24","16","1","Vert","true","1088","2020-12-12 18:21:38","2020-12-12 18:27:03","69387","","","","","","","","Point","4.836393181598778","45.7514132273513"
"","","Feature","3006","Villette / St-Antoine","Face 1, Rue Saint Antoine","angle avec rue de la Villette","Lyon 3 ème","","","Lyon 3ème arrondissement","45.7628598508923400","4.8622869000871980","23","OPEN","19","4","1","Vert","true","1222","2020-12-12 18:25:24","2020-12-12 18:27:03","69383","","","","","","","","Point","4.862286900087198","45.76285985089234"
"","","Feature","10102","Doua / Gaston Berger","Avenue Gaston Berger","","VILLEURBANNE","102","","Tramway, itinéraires cyclabels, amphis","45.7809940664741300","4.8712223213573510","30","OPEN","30","0","3","Orange","false","969","2020-12-12 18:26:32","2020-12-12 18:27:03","69266","","","","","","","","Point","4.871222321357351","45.780994066474129"
"","","Feature","6023","Quai Sarrail","Face 4, Quai Général Sarrail","angle rue de Sèze","Lyon 6 ème","23","","Parc du Rhône","45.7668296196242750","4.8411393393513280","14","OPEN","4","9","1","Vert","true","1060","2020-12-12 18:24:33","2020-12-12 18:27:03","69386","","","","","","","","Point","4.841139339351328","45.766829619624275"
"","","Feature","9013","Quai Paul Sédaillan","52, Quai Paul Sédallan","","Lyon 9 ème","13","","pôle d'activité (Cegid, Infogrammes)","45.7875097567311800","4.8144211278496750","20","OPEN","14","6","1","Vert","false","1065","2020-12-12 18:26:00","2020-12-12 18:27:03","69389","","","","","","","","Point","4.814421127849675","45.787509756731183"
"","","Feature","10028","Ecole de musique","49, Cours de la République","Angle Anatole France","VILLEURBANNE","28","","Conservatoire (A. France = itinéraire cyclable)","45.7675343020076260","4.8739662098689820","24","OPEN","24","0","3","Orange","true","878","2020-12-12 18:17:15","2020-12-12 18:27:03","69266","","","","","","","","Point","4.873966209868982","45.767534302007626"
"","","Feature","6041","Cité Internationale - Tête d'Or Nord","Allée Achille Lignon","","Lyon 6 ème","41","","Parc, Amphithéâtre","45.7846110498866350","4.8596391471386800","22","OPEN","11","11","1","Vert","false","937","2020-12-12 18:24:33","2020-12-12 18:27:03","69386","","","","","","","","Point","4.85963914713868","45.784611049886635"
"","","Feature","7024","Bancel / Chevreul","Rue Bancel","Rue Chevreul","Lyon 7 ème","24","","Itinéraire cyclable","45.7485202867305600","4.8405245716725130","21","OPEN","0","21","2","Bleu","true","910","2020-12-12 18:23:36","2020-12-12 18:27:03","69387","","","","","","","","Point","4.840524571672513","45.74852028673056"
"","","Feature","4004","Hénon","60, Boulevard des Canuts","angle Rue Hénon","Lyon 4 ème","4","","métro C, itinéraire cyclable","45.7797553671142550","4.8276484010879560","22","OPEN","22","0","3","Orange","true","815","2020-12-12 18:22:52","2020-12-12 18:27:03","69384","","","","","","","","Point","4.827648401087956","45.779755367114255"
"","","Feature","6042","Cité Internationale - Résidence hôtelière","Allée Achille Lignon","Face 35, Quai Charles de Gaulle","Lyon 6 ème","42","","Amphithéâtre, bureaux, résidence hôtelière","45.7848181552653900","4.8565116142349005","28","OPEN","20","8","1","Vert","true","936","2020-12-12 18:24:23","2020-12-12 18:27:03","69386","","","","","","","","Point","4.856511614234901","45.784818155265391"
"","","Feature","8025","Dumont / Jouvet","16, Rueue Santos Dumont","","Lyon 8 ème","25","","maillage","45.7444461798116300","4.8608871751443760","17","OPEN","11","6","1","Vert","false","897","2020-12-12 18:18:34","2020-12-12 18:27:03","69388","","","","","","","","Point","4.860887175144376","45.744446179811632"
"","","Feature","6024","Tronchet / Anatole France","115, Rue Tronchet","angle rue Anatole France","Lyon 6 ème","24","","Lycée du Parc, piscine Tronchet","45.7707371546228860","4.8567521774675420","10","OPEN","6","3","1","Vert","false","1061","2020-12-12 18:22:48","2020-12-12 18:27:03","69386","","","","","","","","Point","4.856752177467542","45.770737154622886"
"","","Feature","24001","Ecully - Mairie","Place de la Libération","Face à la Rue Auguste Tramier","ECULLY","","","deplacee place liberation","45.7750890702448960","4.7786729160837340","12","OPEN","10","2","1","Vert","true","1236","2020-12-12 18:24:26","2020-12-12 18:27:03","69081","","","","","","","","Point","4.778672916083734","45.775089070244896"
"","","Feature","3005","Saxe / Gambetta","1, Place Victor Basch"," ","Lyon 3 ème","5","","métro B D","45.7537858652435600","4.8480424261036825","26","OPEN","20","6","1","Vert","true","1049","2020-12-12 18:26:49","2020-12-12 18:27:03","69383","","","","","","","","Point","4.848042426103683","45.753785865243557"
"","","Feature","10121","Parc du Centre","34, Rue Billon","Angle Rue Fancis de Préssencé","VILLEURBANNE","121","","Parc du centre, itinéraire cyclable","45.7719119252490800","4.8790707067819020","16","OPEN","15","1","1","Vert","false","783","2020-12-12 18:23:13","2020-12-12 18:27:03","69266","","","","","","","","Point","4.879070706781902","45.771911925249078"
"","","Feature","8033","Berthelot / Cazeneuve","11 Rue Paul Cazeneuve","","Lyon 8 ème","","","cazeneuve_berthelot","45.7373337133711400","4.8654943125527870","20","OPEN","16","4","1","Vert","false","1225","2020-12-12 18:21:18","2020-12-12 18:27:03","69388","","","","","","","","Point","4.865494312552787","45.737333713371143"
"","","Feature","10058","Métro Flachet","276, Cours Emile Zola","","VILLEURBANNE","58","","métro A","45.7670909450657100","4.8924286413845515","22","OPEN","11","11","1","Vert","true","903","2020-12-12 18:26:08","2020-12-12 18:27:03","69266","","","","","","","","Point","4.892428641384551","45.767090945065711"
"","","Feature","2014","Jacobins","1, Rue Jean de Tournes","","Lyon 2 ème","14","","Coeur quartier, commerces, site","45.7607516950581540","4.8343042285358890","26","OPEN","4","21","1","Vert","true","920","2020-12-12 18:25:44","2020-12-12 18:27:03","69382","","","","","","","","Point","4.834304228535889","45.760751695058154"
"","","Feature","7014","Marseille / Félissent","3, Rue Félissent","angle Rue de Marseille","Lyon 7 ème","14","","maillage","45.7529863435116100","4.8414152874617790","30","OPEN","30","0","3","Orange","true","1052","2020-12-12 18:17:12","2020-12-12 18:27:03","69387","","","","","","","","Point","4.841415287461779","45.752986343511608"
"","","Feature","16001","Vénissieux - Place Romand","Place Ennemond Romand","","VENISSIEUX","","","Lyon 8ème arrondissement","45.7257547271142850","4.8583509977388920","20","OPEN","17","2","1","Vert","true","1271","2020-12-12 18:19:22","2020-12-12 18:27:03","69259","","","","","","","","Point","4.858350997738892","45.725754727114285"
"","","Feature","10091","Château Gaillard / Fort","28, Rue Louis Fort","","VILLEURBANNE","91","","maillage","45.7747495364239260","4.8879713172874080","16","OPEN","8","8","1","Vert","true","981","2020-12-12 18:21:47","2020-12-12 18:27:03","69266","","","","","","","","Point","4.887971317287408","45.774749536423926"
"","","Feature","2021","Bayard / Rambaud","15, Quai Rambaud","","Lyon 2 ème","","","Lyon 2ème arrondissement","45.7459165775636100","4.8171736085201430","30","OPEN","3","27","1","Vert","false","1255","2020-12-12 18:23:19","2020-12-12 18:27:03","69382","","","","","","","","Point","4.817173608520143","45.745916577563612"
"","","Feature","4025","Chazière","25, Rue Chazière","","Lyon 4 ème","25","","Parc Cerisaie, habitations","45.7754224668984700","4.8178899295525035","20","OPEN","15","5","1","Vert","false","947","2020-12-12 18:19:03","2020-12-12 18:27:03","69384","","","","","","","","Point","4.817889929552504","45.775422466898469"
"","","Feature","10113","Gare de Villeurbanne","52, Rue du Poizat","","VILLEURBANNE","113","","Tramway, maillage","45.7557642719574800","4.8915301676718470","22","OPEN","22","0","3","Orange","true","794","2020-12-12 18:19:37","2020-12-12 18:27:03","69266","","","","","","","","Point","4.891530167671847","45.755764271957482"
"","","Feature","10111","Charles Hernu","110, Cours Vitton","","Lyon 6 ème","46","","Métro, Tram","45.7703105281291940","4.8620024989211670","20","OPEN","18","2","1","Vert","false","1252","2020-12-12 18:21:06","2020-12-12 18:27:03","69386","","","","","","","","Point","4.862002498921167","45.770310528129194"
"","","Feature","5040","Place Crépu","127, Quai Fulchiron","","Lyon 5 ème","40","","Vieux Lyon, Parking","45.7578416796382400","4.8261054516922880","20","OPEN","4","16","1","Vert","true","915","2020-12-12 18:19:25","2020-12-12 18:27:03","69385","","","","","","","","Point","4.826105451692288","45.75784167963824"
"","","Feature","8029","Etats-Unis / Lévigne","78, Boulevard des Etats-Unis","Angle Rue Emile Combes et Rue Théodore Lévigne","Lyon 8 ème","29","","Commerce, habitat, école, tramway T4","45.7322180106596860","4.8651415367367150","20","OPEN","18","2","1","Vert","false","994","2020-12-12 18:25:44","2020-12-12 18:27:03","69388","","","","","","","","Point","4.865141536736715","45.732218010659686"
"","","Feature","8061","Stade Vuillermet","186, Avenue Paul Santy","","Lyon 8 ème","61","","Stade, commerces","45.7254037172008000","4.8812948922096580","18","OPEN","14","4","1","Vert","true","919","2020-12-12 18:24:34","2020-12-12 18:27:03","69388","","","","","","","","Point","4.881294892209658","45.725403717200798"
"","","Feature","1023","Croix Rousse / Perfetti","Face 23, Boulevard de la Croix Rousse","","Lyon 1 er","23","","IUFM, gymnase Jean Genety","45.7722538415304900","4.8194608620100040","20","OPEN","20","0","3","Orange","false","802","2020-12-12 18:18:14","2020-12-12 18:27:03","69381","","","","","","","","Point","4.819460862010004","45.772253841530492"
"","","Feature","8007","Frères Lumière","Rue des Frères Lumières","angle rue Villon","Lyon 8 ème","7","","commerces","45.7450177556259450","4.8664326009099320","15","OPEN","0","14","2","Bleu","true","843","2020-12-12 18:26:10","2020-12-12 18:27:03","69388","","","","","","","","Point","4.866432600909932","45.745017755625945"
"","","Feature","2028","Sainte-Blandine","60, Cours Charlemagne","face station tram Ste Blandine","Lyon 2 ème","28","","tram","45.7444223014223040","4.8221428704396105","16","OPEN","6","9","1","Vert","false","847","2020-12-12 18:24:28","2020-12-12 18:27:03","69382","","","","","","","","Point","4.822142870439611","45.744422301422304"
"","","Feature","2006","Place de l'Hippodrome","Place de l'Hippodrome","Angle Cours Charlemagne","Lyon 2 ème","6","","coeur quartier","45.7455815521804800","4.8235326732363090","24","OPEN","23","1","1","Vert","true","862","2020-12-12 18:24:15","2020-12-12 18:27:03","69382","","","","","","","","Point","4.823532673236309","45.745581552180482"
"","","Feature","3021","Place de la Ferrandière","51, Avenue Georges Pompidou","Angle Rue Louis Jasseron","Lyon 3 ème","21","","maillage","45.7594733965948140","4.8693428966594270","20","OPEN","16","2","1","Vert","false","1046","2020-12-12 18:19:04","2020-12-12 18:27:03","69383","","","","","","","","Point","4.869342896659427","45.759473396594814"
"","","Feature","8059","Laënnec / Pinel","Rue Paradin","","Lyon 8 ème","59","","Jardin public","45.7353725112499350","4.8895389263694160","15","OPEN","15","0","3","Orange","false","787","2020-12-12 18:26:12","2020-12-12 18:27:03","69388","","","","","","","","Point","4.889538926369416","45.735372511249935"
"","","Feature","3036","Félix Faure / Vivier Merle","Face 106, Avenue Félix Faure","","Lyon 3 ème","36","","","45.7538149056220500","4.8598558941293660","35","CLOSED","0","0","0","Gris","false","952","2020-12-12 00:30:09","2020-12-12 00:30:09","69383","","","","","","","","Point","4.859855894129366","45.75381490562205"
"","","Feature","9032","Place du Port Mouton","Place du Port Mouton","Quai Arloing","Lyon 9 ème","32",""," ","45.7738201179439200","4.8095603029641690","18","OPEN","6","12","1","Vert","true","987","2020-12-12 18:23:43","2020-12-12 18:27:03","69389","","","","","","","","Point","4.809560302964169","45.77382011794392"
"","","Feature","2007","Patinoire Charlemagne","100, Cours Charlemagne","Rue Casimir Périer","Lyon 2 ème","7","","Patinoire Charlemagnes, Station tramway","45.7426115005543960","4.8204716703055040","37","OPEN","8","28","1","Vert","true","830","2020-12-12 18:24:38","2020-12-12 18:27:03","69382","","","","","","","","Point","4.820471670305504","45.742611500554396"
"","","Feature","3044","Quai Augagneur","Face 3, Quai Victor Augagneur","Entre Rue de Bonnel et Rue Rabelais","Lyon 3 ème","44","","maillage (habitat dense)","45.7619651301154850","4.8410534307662090","19","OPEN","4","15","1","Vert","true","1029","2020-12-12 18:26:14","2020-12-12 18:27:03","69383","","","","","","","","Point","4.841053430766209","45.761965130115485"
"","","Feature","16005","Vénissieux - Gare","122b Avenue Jules Guesde","","VENISSIEUX","","","Vénissieux","45.7085339720955660","4.8870248117095900","25","OPEN","3","22","1","Vert","true","1248","2020-12-12 18:26:38","2020-12-12 18:27:03","69259","","","","","","","","Point","4.88702481170959","45.708533972095566"
"","","Feature","10025","Totem","40, Cours Tolstoï","","VILLEURBANNE","25","","Centre Quartier","45.7636407030235000","4.8731410878807795","16","OPEN","3","13","1","Vert","true","900","2020-12-12 18:20:51","2020-12-12 18:27:03","69266","","","","","","","","Point","4.873141087880779","45.763640703023498"
"","","Feature","12003","Vaulx - Bibliothèque","Rue Joseph Blein","devant la bibliothèque","VAULX-EN-VELIN","",""," ","45.7570697600648660","4.9273216112656590","15","OPEN","12","3","1","Vert","false","1242","2020-12-12 18:21:35","2020-12-12 18:27:03","69256","","","","","","","","Point","4.927321611265659","45.757069760064866"
"","","Feature","5015","Fulchiron","4, Quai Fulchiron","","Lyon 5 ème","15","","maillage","45.7520011769432900","4.8216617983516280","19","OPEN","13","6","1","Vert","true","858","2020-12-12 18:21:40","2020-12-12 18:27:03","69385","","","","","","","","Point","4.821661798351628","45.752001176943288"
"","","Feature","6004","Foch","11, Cours Franklin Roosevelt","Angle rue Vendôme","Lyon 6 ème","4","","métro A, coeur quartier","45.7688513697593600","4.8447649388425830","20","OPEN","5","14","1","Vert","true","861","2020-12-12 18:25:28","2020-12-12 18:27:03","69386","","","","","","","","Point","4.844764938842583","45.768851369759361"
"","","Feature","2013","Célestins","Face 2, Place des Célestins","Côté nord de la place, vers l'ascenseur","Lyon 2 ème","13","","théâtre","45.7599398325897200","4.8320716113863760","22","OPEN","0","21","2","Bleu","false","916","2020-12-12 18:22:06","2020-12-12 18:27:03","69382","","","","","","","","Point","4.832071611386376","45.759939832589723"
"","","Feature","3012","Place du Château","Place du Château","A côté de l'Eglise","Lyon 3 ème","12","","coeur de quartier","45.7495170788471200","4.8872857232192940","25","OPEN","23","2","1","Vert","true","865","2020-12-12 18:25:44","2020-12-12 18:27:03","69383","","","","","","","","Point","4.887285723219294","45.74951707884712"
"","","Feature","4009","Jacquart / Denfert-Rochereau","Rue Denfert-Rochereau","angle Rue Jacquard","Lyon 4 ème","9","","maillage","45.7758995112138400","4.8253789620711200","14","OPEN","14","0","3","Orange","false","1041","2020-12-12 18:21:25","2020-12-12 18:27:03","69384","","","","","","","","Point","4.82537896207112","45.775899511213836"
"","","Feature","6032","Préfecture / Sarrail","14, Quai Général Sarrail","angle rue Vauban","Lyon 6 ème","32",""," ","45.7648582723532300","4.8415654714910220","20","OPEN","5","14","1","Vert","true","1090","2020-12-12 18:22:09","2020-12-12 18:27:03","69386","","","","","","","","Point","4.841565471491022","45.76485827235323"
"","","Feature","8055","Saint-Romain / Berliet","57, Rue Marius Berliet\r\n57, Rue Marius Berliet","","Lyon 8 ème","",""," ","45.7422568774361760","4.8603720894672350","20","OPEN","16","4","1","Vert","true","1256","2020-12-12 18:21:59","2020-12-12 18:27:03","69388","","","","","","","","Point","4.860372089467235","45.742256877436176"
"","","Feature","7041","Domer / Chevreul","Rue Domer","angle Rue Chevreuil","Lyon 7 ème","41","","MJC du 7e, itinéraire cyclable","45.7466748285384950","4.8444434656856060","12","OPEN","5","6","1","Vert","false","1075","2020-12-12 18:26:17","2020-12-12 18:27:03","69387","","","","","","","","Point","4.844443465685606","45.746674828538495"
"","","Feature","3090","Vinatier","95, Boulevard Pinel","","Lyon 3 ème","90","","Hôpital le Vinatier","45.7419115491076800","4.8939591141013690","20","OPEN","20","0","3","Orange","true","788","2020-12-12 18:26:17","2020-12-12 18:27:03","69383","","","","","","","","Point","4.893959114101369","45.741911549107677"
"","","Feature","8008","Beauvisage / Préssensé","159, Rue Rrofesseur Beauvisage","","Lyon 8 ème","8","","itinéraires cyclables","45.7278718558835000","4.8634420589052640","17","OPEN","9","8","1","Vert","false","773","2020-12-12 18:25:19","2020-12-12 18:27:03","69388","","","","","","","","Point","4.863442058905264","45.7278718558835"
"","","Feature","3086","Feuillat / Lacassagne","115, Avenue Lacassagne","Angle Rue Feuillat","Lyon 3 ème","86","","Maillage, stade","45.7495627067970800","4.8759334029685050","16","OPEN","15","1","1","Vert","true","1096","2020-12-12 18:23:44","2020-12-12 18:27:03","69383","","","","","","","","Point","4.875933402968505","45.749562706797079"
"","","Feature","10014","Laurent Bonnevay / Astroballe","Rue du Sytral","","VILLEURBANNE","14","","Gare, métro","45.7651240553553600","4.9098182197044350","28","OPEN","17","10","1","Vert","false","980","2020-12-12 18:21:39","2020-12-12 18:27:03","69266","","","","","","","","Point","4.909818219704435","45.765124055355358"
"","","Feature","26001","Saint Didier - Pasteur / Saint-Cyr","113, Rue de St Cyr","","SAINT-DIDIER-AU-MONT-D'OR","",""," ","45.7915736750577340","4.8085346353439210","17","OPEN","12","5","1","Vert","false","1276","2020-12-12 18:19:07","2020-12-12 18:27:03","69194","","","","","","","","Point","4.808534635343921","45.791573675057734"
"","","Feature","9010","Piscine de Vaise","52, Rue Sidoine Apollinaire","","Lyon 9 ème","10","","Piscine d'hiver de Vaise","45.7710182884515100","4.7964503487575510","19","OPEN","0","19","2","Bleu","false","890","2020-12-12 18:23:12","2020-12-12 18:27:03","69389","","","","","","","","Point","4.796450348757551","45.771018288451508"
"","","Feature","30002","Rillieux - Loup Pendu","196, Avenue Pierre Mendes France","","RILLIEUX-LA-PAPE","","","loup_pendu","45.8159701108686600","4.8870434508176660","18","OPEN","12","6","1","Vert","false","1246","2020-12-12 18:20:09","2020-12-12 18:27:03","69286","","","","","","","","Point","4.887043450817666","45.815970110868662"
"","","Feature","3011","Part-Dieu / Cuirassiers","Rue des Cuirassiers","angle Rue Bouchut","Lyon 3 ème","10","","centre commercial, bibliothèque de la Part-Dieu","45.7598976512354200","4.8575730314142140","59","OPEN","23","36","1","Vert","false","1208","2020-12-12 18:26:40","2020-12-12 18:27:03","69383","","","","","","","","Point","4.857573031414214","45.75989765123542"
"","","Feature","8009","Jean XXIII / Mermoz","Face 74, Boulevard Jean XXIII","Angle Avenue Jean Mermoz","Lyon 8 ème","9","","tram","45.7364796056891400","4.8698054320071750","20","OPEN","16","4","1","Vert","true","1093","2020-12-12 18:20:51","2020-12-12 18:27:03","69388","","","","","","","","Point","4.869805432007175","45.736479605689141"
"","","Feature","9041","Carret / Sédaillan","30, Quai Paul Sédaillan","","Lyon 9 ème","41","","Activités, logement, maillage","45.7924777385859400","4.8205782575315625","18","OPEN","5","13","1","Vert","false","929","2020-12-12 18:22:06","2020-12-12 18:27:03","69389","","","","","","","","Point","4.820578257531563","45.792477738585937"
"","","Feature","3089","Trarieux / Lacassagne","221, Avenue Lacassagne","","Lyon 3 ème","89","","Ecole d'infirmière","45.7453008083141900","4.8890420355008900","24","OPEN","23","1","1","Vert","true","918","2020-12-12 18:24:28","2020-12-12 18:27:03","69383","","","","","","","","Point","4.88904203550089","45.745300808314191"
"","","Feature","10048","Place Marengo","54, Avenue Marc Sangnier","Angle Place Marengo","VILLEURBANNE","48","","coeur quartier, itinéraire cyclable","45.7591435230511500","4.8759935561091980","27","OPEN","24","3","1","Vert","false","829","2020-12-12 18:18:36","2020-12-12 18:27:03","69266","","","","","","","","Point","4.875993556109198","45.759143523051151"
"","","Feature","8037","Cazeneuve","Face 42, Rue Paul Cazeneuve","Square René Picod","Lyon 8 ème","37","","Quartier d'habitation","45.7340200917966400","4.8629023792941540","19","OPEN","18","1","1","Vert","true","1012","2020-12-12 18:23:37","2020-12-12 18:27:03","69388","","","","","","","","Point","4.862902379294154","45.734020091796637"
"","","Feature","7018","Lycée Louise Labé","1, Rue Rivet","","Lyon 7 ème","18","","Lycée professionnel Louise Labé","45.7402806526508460","4.8320593704251730","20","OPEN","10","10","1","Vert","false","769","2020-12-12 18:22:09","2020-12-12 18:27:03","69387","","","","","","","","Point","4.832059370425173","45.740280652650846"
"","","Feature","2040","Saint Antoine / Grenette","12, quai St Antoine","","Lyon 2 ème","","","","45.7634225385927200","4.8321008544256510","20","","","","","","","1291","2020-12-12 00:30:09","2020-12-12 00:30:09","69382","","","","","","","","Point","4.832100854425651","45.763422538592721"
"","","Feature","2023","","1, quai Perrache","","Lyon 2 ème","","","","45.7445140498693900","4.8267751858799750","18","","","","","","","1294","2020-12-12 00:30:09","2020-12-12 00:30:09","69382","","","","","","","","Point","4.826775185879975","45.744514049869387"
"","","Feature","2015","République / Stella","1, Rue Stella","","Lyon 2 ème","15","","commerces, parking","45.7607097863131200","4.8362889729420430","27","OPEN","1","26","1","Vert","true","846","2020-12-12 18:25:19","2020-12-12 18:27:03","69382","","","","","","","","Point","4.836288972942043","45.760709786313122"
"","","Feature","3082","Saxe / Moncey","Face 119, Avenue Maréchal de Saxe","","Lyon 3 ème","82","","Coeur de quartier, DDE","45.7575642739996500","4.8461181734350030","28","OPEN","2","26","1","Vert","false","960","2020-12-12 18:18:46","2020-12-12 18:27:03","69383","","","","","","","","Point","4.846118173435003","45.757564273999648"
"","","Feature","7046","Place de l'Ecole","19, Rue de Saint-Cloud","Place de l'Ecole","Lyon 7 ème","46","","ENS Science","45.7300799170408600","4.8278229564284700","28","OPEN","23","5","1","Vert","false","1040","2020-12-12 18:17:53","2020-12-12 18:27:03","69387","","","","","","","","Point","4.82782295642847","45.730079917040861"
"","","Feature","5050","Théâtre Romain","6, Rue de l'Antiquaille","","Lyon 5 ème","50","","Théâtre antique, lycée","45.7583623960292900","4.8210866415482530","12","OPEN","8","4","1","Vert","false","790","2020-12-12 18:22:45","2020-12-12 18:27:03","69385","","","","","","","","Point","4.821086641548253","45.758362396029291"
"","","Feature","10024","Maisons Neuves","Place des Maisons Neuves","Côté rue Jean Jaurès","VILLEURBANNE","24","","centre quartier, itinéraire cyclable","45.7559510292356100","4.8773464298740200","23","OPEN","16","7","1","Vert","true","820","2020-12-12 18:24:00","2020-12-12 18:27:03","69266","","","","","","","","Point","4.87734642987402","45.755951029235611"
"","","Feature","1001","Terreaux / Terme","33, Rue Terme","Angle Rue d'Algérie","Lyon 1 er","1","","","45.7677346863698560","4.8321350621908300","16","OPEN","0","16","2","Bleu","true","811","2020-12-12 18:23:49","2020-12-12 18:27:03","69381","FR","CLOSING","WORKS","Opération de maintenance nuit du 22 au 23/09","A partir de 00H00, dans la nuit du 22 au 23/09, une opération de maintenance entraînera les perturbations de service suivantes :\n\n-	Jusqu’à 01H45 : il ne sera pas possible de louer un vélo, mais vous pourrez raccrocher votre vélo si vous avez une location en cours.\n-	Jusqu’à 03H00 : le site internet et l’application Vélo’v officiel seront indisponibles.\n\nMerci pour votre compréhension.\n","2020-09-22 00:00:00","2020-09-23 00:00:00","Point","4.83213506219083","45.767734686369856"
"","","Feature","7031","Jaurès / Gerland","45, Rue de Gerland","","Lyon 7 ème","31","","Complexe sportif Benjamin Delessert","45.7398132348896800","4.8403073886228570","20","OPEN","17","2","1","Vert","false","998","2020-12-12 18:23:21","2020-12-12 18:27:03","69387","","","","","","","","Point","4.840307388622857","45.739813234889681"
"","","Feature","9050","Allée de l'Europe","228, Avenue du Plateau","","Lyon 9 ème","50","","Commerces, poste, mairie, cpam, marché","45.7836371650547900","4.7945253084995630","12","OPEN","8","4","1","Vert","false","1016","2020-12-12 18:22:48","2020-12-12 18:27:03","69389","","","","","","","","Point","4.794525308499563","45.783637165054792"
"","","Feature","10087","Baratin","76, Rue Pierre Baratin","","VILLEURBANNE","87","","Terrain de sport, quartier","45.7606037573681700","4.9006969683209185","12","OPEN","7","5","1","Vert","true","973","2020-12-12 18:18:30","2020-12-12 18:27:03","69266","","","","","","","","Point","4.900696968320919","45.760603757368173"
